name,city,region,holes,distance_mi,tee_name,gender,rating,slope,yardage,notes
Encinitas Ranch Golf Course,"Encinitas, CA",SD,18,84,Gold,M,64.9,109,5235,
Encinitas Ranch Golf Course,"Encinitas, CA",SD,18,84,Gold,W,70.2,121,5235,
Twin Oaks Golf Course,"San Marcos, CA",SD,18,85,Back,M,72.7,131,6677,Par 72
Twin Oaks Golf Course,"San Marcos, CA",SD,18,85,Blue,M,71.9,130,6535,
Twin Oaks Golf Course,"San Marcos, CA",SD,18,85,White,M,71.0,126,6146,
Twin Oaks Golf Course,"San Marcos, CA",SD,18,85,White,W,76.0,131,6146,
Twin Oaks Golf Course,"San Marcos, CA",SD,18,85,Red,W,,130,5370,Rating not found
Castle Creek Country Club,"Escondido, CA",SD,18,86,Black,M,72.0,132,6688,Par 72
Castle Creek Country Club,"Escondido, CA",SD,18,86,Black,W,77.5,138,6688,
Castle Creek Country Club,"Escondido, CA",SD,18,86,Blue,M,70.6,129,6372,
Castle Creek Country Club,"Escondido, CA",SD,18,86,Blue,W,75.8,134,6372,
Castle Creek Country Club,"Escondido, CA",SD,18,86,White,M,68.6,123,5919,
Castle Creek Country Club,"Escondido, CA",SD,18,86,White,W,75.1,143,5919,
Castle Creek Country Club,"Escondido, CA",SD,18,86,Red,M,69.5,119,5396,
Castle Creek Country Club,"Escondido, CA",SD,18,86,Red,W,71.9,131,5396,
Castle Creek Country Club,"Escondido, CA",SD,18,86,Green,M,67.4,108,4706,
Pauma Valley Country Club,"Pauma Valley, CA",SD,18,89,Back,M,74.4,133,7077,Par 72; women's ratings not published in sources
The Grand Golf Club,"San Diego, CA",SD,18,93,Back,M,75.1,141,7160,Par 72; women's ratings not published in sources
Torrey Pines Golf Club (North Course),"La Jolla, CA",SD,18,93,Back,M,72.1,129,6647,Par 72; women's ratings not published in sources
Torrey Pines Golf Club (South Course),"La Jolla, CA",SD,18,93,Championship,M,78.1,143,7607,Par 72
Torrey Pines Golf Club (South Course),"La Jolla, CA",SD,18,93,White,M,73.1,133,6623,
Rancho Bernardo Inn Golf Resort,"San Diego, CA",SD,18,95,Black,M,72.4,133,6631,Par 72
Rancho Bernardo Inn Golf Resort,"San Diego, CA",SD,18,95,Black,W,78.3,140,6631,
Rancho Bernardo Inn Golf Resort,"San Diego, CA",SD,18,95,Blue,M,70.7,129,6266,
Rancho Bernardo Inn Golf Resort,"San Diego, CA",SD,18,95,Blue,W,76.4,136,6266,
Rancho Bernardo Inn Golf Resort,"San Diego, CA",SD,18,95,White,M,68.3,123,5845,
Rancho Bernardo Inn Golf Resort,"San Diego, CA",SD,18,95,White,W,73.8,130,5845,
Rancho Bernardo Inn Golf Resort,"San Diego, CA",SD,18,95,Gold,M,63.9,114,5011,
Rancho Bernardo Inn Golf Resort,"San Diego, CA",SD,18,95,Gold,W,68.9,119,5011,
Maderas Golf Club,"Poway, CA",SD,18,97,Black,M,75.6,145,7115,Par 72
Maderas Golf Club,"Poway, CA",SD,18,97,Maderas,M,74.1,140,6840,
Maderas Golf Club,"Poway, CA",SD,18,97,Blue,M,73.1,138,6654,
Maderas Golf Club,"Poway, CA",SD,18,97,White,M,71.7,135,6352,
Maderas Golf Club,"Poway, CA",SD,18,97,Lady Maderas,W,72.4,134,5393,
Maderas Golf Club,"Poway, CA",SD,18,97,Red,W,69.8,127,4967,
Riverwalk Golf Club,"San Diego, CA",SD,18,103,Back,M,71.7,126,6550,27-hole facility; par 72
Riverwalk Golf Club,"San Diego, CA",SD,18,103,Back,W,78.2,140,6550,
Riverwalk Golf Club,"San Diego, CA",SD,18,103,Middle,M,69.7,122,6156,
Riverwalk Golf Club,"San Diego, CA",SD,18,103,Middle,W,75.6,133,6156,
Riverwalk Golf Club,"San Diego, CA",SD,18,103,Forward,M,66.1,115,5427,
Riverwalk Golf Club,"San Diego, CA",SD,18,103,Forward,W,71.5,121,5427,
Carlton Oaks Golf Club,"Santee, CA",SD,18,106,Black,M,74.6,137,7088,Par 72
Carlton Oaks Golf Club,"Santee, CA",SD,18,106,Blue,M,72.5,139,6700,
Carlton Oaks Golf Club,"Santee, CA",SD,18,106,Championship,M,71.3,127,6537,
Carlton Oaks Golf Club,"Santee, CA",SD,18,106,White,M,69.8,132,6140,
Carlton Oaks Golf Club,"Santee, CA",SD,18,106,Yellow,M,68.6,118,5611,
Carlton Oaks Golf Club,"Santee, CA",SD,18,106,Red,W,67.1,114,4548,
Tahquitz Creek Golf Resort (Resort course),"Palm Springs, CA",CV,18,107,Championship,M,71.3,124,6705,Par 72
Tahquitz Creek Golf Resort (Resort course),"Palm Springs, CA",CV,18,107,White,M,69.4,120,6256,
Tahquitz Creek Golf Resort (Resort course),"Palm Springs, CA",CV,18,107,White,W,76.0,139,6256,
Tahquitz Creek Golf Resort (Resort course),"Palm Springs, CA",CV,18,107,Yellow,M,67.4,115,5825,
Tahquitz Creek Golf Resort (Resort course),"Palm Springs, CA",CV,18,107,Yellow,W,73.6,133,5825,
Tahquitz Creek Golf Resort (Resort course),"Palm Springs, CA",CV,18,107,Red,W,70.2,126,5206,
Tahquitz Creek Golf Resort (Legends course),"Palm Springs, CA",CV,18,107,Championship,M,72.4,125,6815,Par 71
Tahquitz Creek Golf Resort (Legends course),"Palm Springs, CA",CV,18,107,White,M,71.3,122,6504,
Tahquitz Creek Golf Resort (Legends course),"Palm Springs, CA",CV,18,107,White,W,76.9,134,6504,
Tahquitz Creek Golf Resort (Legends course),"Palm Springs, CA",CV,18,107,Yellow,M,70.1,119,6210,
Tahquitz Creek Golf Resort (Legends course),"Palm Springs, CA",CV,18,107,Yellow,W,75.5,131,6210,
Tahquitz Creek Golf Resort (Legends course),"Palm Springs, CA",CV,18,107,Red,W,71.7,122,5551,
Coronado Golf Course,"Coronado, CA",SD,18,107,Back,M,71.8,124,6633,Par 72; women's ratings not published in sources
Escena Golf Club,"Palm Springs, CA",CV,18,107,Tournament,M,74.3,131,7173,Par 72
Escena Golf Club,"Palm Springs, CA",CV,18,107,Championship,M,71.7,125,6615,
Escena Golf Club,"Palm Springs, CA",CV,18,107,Championship,W,78.0,140,6615,
Escena Golf Club,"Palm Springs, CA",CV,18,107,Middle,M,69.3,120,6115,
Escena Golf Club,"Palm Springs, CA",CV,18,107,Middle,W,75.5,135,6115,
Escena Golf Club,"Palm Springs, CA",CV,18,107,Forward,M,66.6,112,5503,
Escena Golf Club,"Palm Springs, CA",CV,18,107,Forward,W,71.2,126,5503,
Mission Trails Golf Course,"San Diego, CA",SD,18,108,Blue,M,68.9,119,5940,Par 71; short course; women's not published
Mission Trails Golf Course,"San Diego, CA",SD,18,108,White,M,,,5515,
Mission Trails Golf Course,"San Diego, CA",SD,18,108,Silver,M,,108,5045,
Cimarron Golf Club (Boulder course),"Cathedral City, CA",CV,18,108,Cimarron,M,72.0,124,6747,Par 71; women's not published
Cimarron Golf Club (Boulder course),"Cathedral City, CA",CV,18,108,Championship,M,69.5,118,6328,
Cimarron Golf Club (Boulder course),"Cathedral City, CA",CV,18,108,Combo,M,68.0,114,6011,
Cimarron Golf Club (Boulder course),"Cathedral City, CA",CV,18,108,Middle,M,66.9,112,5777,
Cimarron Golf Club (Boulder course),"Cathedral City, CA",CV,18,108,Forward,M,63.7,104,5043,
Mission Hills Country Club,"Rancho Mirage, CA",CV,18,113,Gold,M,75.3,142,7250,Dinah Shore Tournament course; par 72; additional tees exist
Mission Hills CC - Pete Dye Challenge,"Rancho Mirage, CA",CV,18,113,Back,M,73.9,135,6955,Par 72; women's not published
Westin Mission Hills Resort (Gary Player course),"Rancho Mirage, CA",CV,18,113,Back,M,73.4,131,7062,Par 72; women's not published
Westin Mission Hills Resort (Pete Dye Resort Course),"Rancho Mirage, CA",CV,18,113,Back,M,73.5,137,6706,Par 70; women's not published
Stone Eagle Golf Club,"Palm Desert, CA",CV,18,113,Black,M,73.7,139,7012,Par 72
Stone Eagle Golf Club,"Palm Desert, CA",CV,18,113,Black,W,81.6,151,7012,
Stone Eagle Golf Club,"Palm Desert, CA",CV,18,113,Eagle,M,72.1,135,6659,
Stone Eagle Golf Club,"Palm Desert, CA",CV,18,113,Gold,M,70.4,131,6306,
Stone Eagle Golf Club,"Palm Desert, CA",CV,18,113,Gold,W,77.5,141,6306,
Stone Eagle Golf Club,"Palm Desert, CA",CV,18,113,White,M,66.8,121,5502,
Stone Eagle Golf Club,"Palm Desert, CA",CV,18,113,White,W,72.7,133,5502,
Stone Eagle Golf Club,"Palm Desert, CA",CV,18,113,Red,W,69.1,125,4881,
Bighorn Golf Club (Canyons),"Palm Desert, CA",IE,18,113,Gold,M,73.6,140,7083,Par 72
Bighorn Golf Club (Canyons),"Palm Desert, CA",IE,18,113,Silver,M,72.0,135,,
Bighorn Golf Club (Canyons),"Palm Desert, CA",IE,18,113,Blue,M,70.2,129,,
Bighorn Golf Club (Canyons),"Palm Desert, CA",IE,18,113,Blue,W,76.9,142,,
Bighorn Golf Club (Canyons),"Palm Desert, CA",IE,18,113,White,M,67.6,120,,
Bighorn Golf Club (Canyons),"Palm Desert, CA",IE,18,113,White,W,73.7,133,,
Bighorn Golf Club (Mountains),"Palm Desert, CA",IE,18,113,Gold,M,74.1,142,6871,Par 72; women's per-tee not fully published
Bighorn Golf Club (Mountains),"Palm Desert, CA",IE,18,113,Silver,M,72.4,137,,
Bighorn Golf Club (Mountains),"Palm Desert, CA",IE,18,113,Blue,M,70.8,131,,
Bighorn Golf Club (Mountains),"Palm Desert, CA",IE,18,113,White,M,68.0,120,,
San Diego Country Club,"Chula Vista, CA",SD,18,114,Black,M,74.5,135,7033,Par 72
San Diego Country Club,"Chula Vista, CA",SD,18,114,Blue,M,72.8,131,6684,
San Diego Country Club,"Chula Vista, CA",SD,18,114,Blue,W,78.6,142,6684,
San Diego Country Club,"Chula Vista, CA",SD,18,114,White,M,71.1,128,6354,
San Diego Country Club,"Chula Vista, CA",SD,18,114,White,W,77.1,138,6354,
San Diego Country Club,"Chula Vista, CA",SD,18,114,Silver,M,69.5,125,6021,
San Diego Country Club,"Chula Vista, CA",SD,18,114,Silver,W,75.0,133,6021,
San Diego Country Club,"Chula Vista, CA",SD,18,114,Red,M,67.8,121,5637,
San Diego Country Club,"Chula Vista, CA",SD,18,114,Red,W,72.8,130,5637,
San Diego Country Club,"Chula Vista, CA",SD,18,114,Gold,M,64.4,113,4957,
San Diego Country Club,"Chula Vista, CA",SD,18,114,Gold,W,69.1,121,4957,
Bonita Golf Course,"Bonita, CA",SD,18,114,Back,M,68.8,117,6287,Par 71; women's not published
Steele Canyon Golf Club,"Jamul, CA",SD,18,114,Black Knight,M,73.5,138,6781,27-hole facility; Canyon/Ranch combo
Steele Canyon Golf Club,"Jamul, CA",SD,18,114,Blue,M,71.9,135,6432,
Steele Canyon Golf Club,"Jamul, CA",SD,18,114,White,M,71.0,133,6228,
Steele Canyon Golf Club,"Jamul, CA",SD,18,114,White,W,73.7,138,6228,
Steele Canyon Golf Club,"Jamul, CA",SD,18,114,Gold,M,68.2,124,5637,
Steele Canyon Golf Club,"Jamul, CA",SD,18,114,Gold,W,72.2,130,5637,
Steele Canyon Golf Club,"Jamul, CA",SD,18,114,Red,W,67.0,116,4627,
Sycuan Resort (Oak Glen course),"El Cajon, CA",SD,18,115,Tournament,M,71.3,122,6597,Par 72; women's not published
Sycuan Resort (Oak Glen course),"El Cajon, CA",SD,18,115,Middle,M,70.7,121,6489,
Sycuan Resort (Oak Glen course),"El Cajon, CA",SD,18,115,Front,M,68.3,112,6044,
Sycuan Resort (Willow Glen course),"El Cajon, CA",SD,18,115,Championship,M,72.6,130,6687,Par 72
Sycuan Resort (Willow Glen course),"El Cajon, CA",SD,18,115,Back,M,72.0,124,6605,
Sycuan Resort (Willow Glen course),"El Cajon, CA",SD,18,115,Middle,M,69.5,113,6207,
Sycuan Resort (Willow Glen course),"El Cajon, CA",SD,18,115,Middle,W,76.3,130,6207,
Sycuan Resort (Willow Glen course),"El Cajon, CA",SD,18,115,Front,W,72.8,122,5585,
Cottonwood Golf Club (Ivanhoe Course),"El Cajon, CA",SD,18,115,Back,M,71.9,122,6797,Par 72
Cottonwood Golf Club (Ivanhoe Course),"El Cajon, CA",SD,18,115,Back,W,78.8,137,6797,
Cottonwood at Rancho San Diego - Monte Vista Course,"El Cajon, CA",SD,18,115,Back,M,,,,Per-tee ratings not published in sources
Desert Willow Golf Resort (Firecliff),"Palm Desert, CA",CV,18,115,Back,M,74.1,141,7056,Par 72; women's not published
Desert Willow (Mountain View),"Palm Desert, CA",CV,18,115,Black,M,73.0,132,6913,Par 72; women's not published
Desert Willow (Mountain View),"Palm Desert, CA",CV,18,115,Purple,M,71.2,128,6507,
Desert Willow (Mountain View),"Palm Desert, CA",CV,18,115,Lavender,M,69.4,124,6128,
Desert Willow (Mountain View),"Palm Desert, CA",CV,18,115,Tan,M,66.6,117,5573,
Desert Springs C.C. (JW Marriott) Palms course,"Palm Desert, CA",CV,18,116,Back,M,72.1,130,6761,Par 72; women's not published
Desert Springs C.C. (JW Marriott) Valley course,"Palm Desert, CA",CV,18,116,Back,M,71.5,127,6627,Par 72; women's not published
Golf Course at Marriott's Shadow Ridge Resort,"Palm Desert, CA",CV,18,116,Back,M,73.7,135,6932,Par 71; women's not published
Indian Wells Golf Resort - Celebrity,"Indian Wells, CA",CV,18,117,Tournament,M,74.2,138,7050,Par 72; women's not published
Indian Wells Golf Resort (Players course),"Indian Wells, CA",CV,18,117,Back,M,75.3,139,7376,Par 71; women's not published
The Reserve Club at Indian Wells,"Indian Wells, CA",CV,18,118,Black,M,73.5,137,7031,Par 72
The Reserve Club at Indian Wells,"Indian Wells, CA",CV,18,118,Gold,M,71.1,129,6547,
The Reserve Club at Indian Wells,"Indian Wells, CA",CV,18,118,Green,M,68.7,122,5953,
The Reserve Club at Indian Wells,"Indian Wells, CA",CV,18,118,Red,W,71.1,119,5338,
La Quinta Resort & Club (Mountain course),"La Quinta, CA",CV,18,120,Black,M,72.9,135,6732,Par 72
La Quinta Resort & Club (Mountain course),"La Quinta, CA",CV,18,120,White,M,70.9,129,6300,
La Quinta Resort & Club (Mountain course),"La Quinta, CA",CV,18,120,Gold,W,71.4,126,5330,
La Quinta Resort and Club (Dunes course),"La Quinta, CA",CV,18,120,Back,M,72.3,134,6578,Par 72; women's not published
Toscana Country Club,"Indian Wells, CA",CV,18,120,North,M,74.0,139,7045,Par 72; North & South courses; women's not published
Toscana Country Club,"Indian Wells, CA",CV,18,120,South,M,74.0,138,7349,
La Quinta Country Club,"La Quinta, CA",CV,18,121,Classic,M,74.3,136,7060,Par 72
La Quinta Country Club,"La Quinta, CA",CV,18,121,Classic,W,80.7,145,7060,
La Quinta Country Club,"La Quinta, CA",CV,18,121,Long,M,71.8,131,,
La Quinta Country Club,"La Quinta, CA",CV,18,121,Long,W,77.9,139,,
La Quinta Country Club,"La Quinta, CA",CV,18,121,Roadrunner,M,70.1,127,,
La Quinta Country Club,"La Quinta, CA",CV,18,121,Roadrunner,W,75.8,134,,
La Quinta Country Club,"La Quinta, CA",CV,18,121,Middle,M,68.4,122,,
La Quinta Country Club,"La Quinta, CA",CV,18,121,Forward,M,66.1,116,,
La Quinta Country Club,"La Quinta, CA",CV,18,121,Forward,W,70.8,126,,
PGA West (TPC Stadium course),"La Quinta, CA",CV,18,122,Tournament,M,75.9,150,7261,Par 72
PGA West (TPC Stadium course),"La Quinta, CA",CV,18,122,Regular,M,,135,6166,
PGA West (Nicklaus Tournament course),"La Quinta, CA",CV,18,122,Back,M,75.3,143,7204,Par 72; women's not published
PGA West (Pete Dye Mountain Course),"La Quinta, CA",CV,18,122,Back,M,72.9,135,6666,Par 72; women's not published
PGA West (Pete Dye Dunes Course),"La Quinta, CA",CV,18,122,Back,M,72.3,134,6578,Par 72; women's not published
PGA West (Greg Norman Course),"La Quinta, CA",CV,18,122,Back,M,75.1,139,7156,Par 72; women's not published
Heritage Palms Golf Club,"Indio, CA",CV,18,122,Championship,M,71.9,128,6642,Par 72
Heritage Palms Golf Club,"Indio, CA",CV,18,122,Regular,M,70.6,125,6392,
Heritage Palms Golf Club,"Indio, CA",CV,18,122,Middle,M,66.0,106,5577,
Heritage Palms Golf Club,"Indio, CA",CV,18,122,Forward,W,66.6,107,4885,
Indian Springs Country Club,"Indio, CA",CV,18,123,Back,M,71.9,127,6642,Par 72; women's slope ~120
Southern Highlands Golf Club,"Las Vegas, NV",NV,18,233,Back,M,74.4,138,7381,Par 72; women's not published
Red Rock Country Club - Mountain Course,"Las Vegas, NV",NV,18,234,Gold,M,72.5,136,7001,Par 72; women's not published
Red Rock Country Club - Mountain Course,"Las Vegas, NV",NV,18,234,Black,M,69.8,129,6488,
Red Rock Country Club - Mountain Course,"Las Vegas, NV",NV,18,234,Blue,M,67.5,117,5992,
Red Rock Country Club - Mountain Course,"Las Vegas, NV",NV,18,234,White,M,65.5,110,5429,
Bear's Best Las Vegas,"Las Vegas, NV",NV,18,234,Gold,M,74.5,140,7194,Par 72; women's not published
Bear's Best Las Vegas,"Las Vegas, NV",NV,18,234,Green,M,72.1,131,,
Bear's Best Las Vegas,"Las Vegas, NV",NV,18,234,White,M,69.1,124,,
Bear's Best Las Vegas,"Las Vegas, NV",NV,18,234,Red,M,64.1,111,,
TPC Summerlin,"Las Vegas, NV",NV,18,234,Tournament,M,74.3,139,7243,Par 72
TPC Summerlin,"Las Vegas, NV",NV,18,234,Professional,M,71.1,130,6722,
TPC Summerlin,"Las Vegas, NV",NV,18,234,Championship,M,68.8,125,6223,
TPC Summerlin,"Las Vegas, NV",NV,18,234,Resort,M,66.0,110,5718,
TPC Summerlin,"Las Vegas, NV",NV,18,234,Forward,W,69.1,114,5150,
Angel Park G.C. (Mountain course),"Las Vegas, NV",NV,18,236,Back,M,72.4,128,6533,Par 71; per-tee breakdown not published
Angel Park Golf Club (Palm course),"Las Vegas, NV",NV,18,236,Professional,M,70.9,129,6525,Par 70
Angel Park Golf Club (Palm course),"Las Vegas, NV",NV,18,236,Championship,M,67.6,114,5875,
Angel Park Golf Club (Palm course),"Las Vegas, NV",NV,18,236,Resort,M,67.8,113,5438,
Angel Park Golf Club (Palm course),"Las Vegas, NV",NV,18,236,Forward,W,66.2,111,4570,
TPC Las Vegas,"Las Vegas, NV",NV,18,237,TPC,M,73.4,136,7104,Par 71
TPC Las Vegas,"Las Vegas, NV",NV,18,237,Blue,M,71.0,128,6769,
TPC Las Vegas,"Las Vegas, NV",NV,18,237,White,M,68.1,126,6047,
TPC Las Vegas,"Las Vegas, NV",NV,18,237,Red,W,67.8,117,5039,
Bali Hai Golf Club,"Las Vegas, NV",NV,18,237,Back,M,73.0,130,6994,Par 71; women's not published
Rio Secco Golf Club,"Henderson, NV",NV,18,239,Back,M,75.7,142,7332,Par 72; women's not published
Wynn Golf Club,"Las Vegas, NV",NV,18,239,Back,M,73.9,124,7042,Par 70; women's not published
Dragon Ridge Golf Club,"Henderson, NV",NV,18,242,Blue,M,71.5,128,6744,Par 72
Dragon Ridge Golf Club,"Henderson, NV",NV,18,242,White,M,69.3,119,6211,
Dragon Ridge Golf Club,"Henderson, NV",NV,18,242,Yellow,W,71.0,120,5340,
Las Vegas Paiute Resort (Snow Mountain course),"Las Vegas, NV",NV,18,243,Tips,M,73.0,126,7146,Par 72; women's not published
Las Vegas Paiute Resort (Snow Mountain course),"Las Vegas, NV",NV,18,243,Championship,M,70.9,118,6645,
Las Vegas Paiute Resort (Snow Mountain course),"Las Vegas, NV",NV,18,243,White,M,68.8,111,6035,
Las Vegas Paiute Resort (Sun mountain course),"Las Vegas, NV",NV,18,243,Back,M,73.3,130,7112,Par 72; women's not published
Las Vegas Paiute Resort (Wolf course),"Las Vegas, NV",NV,18,243,Tips,M,76.3,149,7604,Par 72; women's not published
Las Vegas Paiute Resort (Wolf course),"Las Vegas, NV",NV,18,243,Black,M,72.6,131,7009,
Las Vegas Paiute Resort (Wolf course),"Las Vegas, NV",NV,18,243,Yellow,M,70.7,126,6483,
Cascata,"Boulder City, NV",NV,18,245,Green,M,74.4,151,7151,Par 72; women's not published
Cascata,"Boulder City, NV",NV,18,245,White,M,,,6180,
Reflection Bay Golf Club,"Henderson, NV",NV,18,247,Back,M,74.3,138,7261,Par 72; women's not published
Shadow Creek,"North Las Vegas, NV",NV,18,248,Back,M,75.8,145,7560,Par 72; private (MGM); women's not published
Quail Lodge Golf Club,"Carmel, CA",NC,18,270,Back,M,71.9,126,6515,Par 71; women's not published
Bayonet/Black Horse Golf Course (Bayonet),"Seaside, CA",NC,18,272,Back,M,75.1,139,7094,Par 72; women's not published
Bayonet/Black Horse Golf Course (Black Horse),"Seaside, CA",NC,18,272,Gold,M,75.2,134,7024,Par 72
Bayonet/Black Horse Golf Course (Black Horse),"Seaside, CA",NC,18,272,Patriot,M,72.8,132,,
Bayonet/Black Horse Golf Course (Black Horse),"Seaside, CA",NC,18,272,Pearl,M,71.0,129,,
Bayonet/Black Horse Golf Course (Black Horse),"Seaside, CA",NC,18,272,Pearl,W,75.9,132,,
Bayonet/Black Horse Golf Course (Black Horse),"Seaside, CA",NC,18,272,Crimson,W,73.0,126,,
Pebble Beach Golf Links,"Pebble Beach, CA",NC,18,275,Gold,M,74.9,144,6802,Par 72
Pebble Beach Golf Links,"Pebble Beach, CA",NC,18,275,Gold,W,78.2,146,6802,
Pebble Beach Golf Links,"Pebble Beach, CA",NC,18,275,Blue,M,73.4,137,6472,
Pebble Beach Golf Links,"Pebble Beach, CA",NC,18,275,Blue,W,76.2,139,6472,
Pebble Beach Golf Links,"Pebble Beach, CA",NC,18,275,White,M,71.7,135,6116,
Pebble Beach Golf Links,"Pebble Beach, CA",NC,18,275,Red,M,68.7,126,5249,
Poppy Hills Golf Course,"Pebble Beach, CA",NC,18,275,Black,M,73.2,139,7002,Par 72
Poppy Hills Golf Course,"Pebble Beach, CA",NC,18,275,Black,W,79.2,144,7002,
Poppy Hills Golf Course,"Pebble Beach, CA",NC,18,275,Blue,M,71.6,134,,
Poppy Hills Golf Course,"Pebble Beach, CA",NC,18,275,Blue,W,77.0,139,,
Poppy Hills Golf Course,"Pebble Beach, CA",NC,18,275,White,M,69.4,129,,
Poppy Hills Golf Course,"Pebble Beach, CA",NC,18,275,White,W,74.1,134,,
Poppy Hills Golf Course,"Pebble Beach, CA",NC,18,275,Orange,M,66.2,120,,
Spyglass Hill Golf Course,"Pebble Beach, CA",NC,18,275,Blue,M,75.5,147,6953,Par 72
Spyglass Hill Golf Course,"Pebble Beach, CA",NC,18,275,Gold,M,73.2,144,6534,
Spyglass Hill Golf Course,"Pebble Beach, CA",NC,18,275,White,M,71.4,137,6123,
Spyglass Hill Golf Course,"Pebble Beach, CA",NC,18,275,Red,W,72.9,133,5379,
Monterey Peninsula Country Club - Dunes Course,"Pebble Beach, CA",NC,18,275,Back,M,74.6,140,7089,Par 72; women's not published
Monterey Peninsula Country Club - Dunes Course,"Pebble Beach, CA",NC,18,275,Black,M,71.5,132,6559,
Monterey Peninsula Country Club (Shore Course),"Pebble Beach, CA",NC,18,275,Black,M,72.2,130,6478,Par 71; women's not published
Cypress Point Club,"Pebble Beach, CA",NC,18,276,Back,M,72.4,136,6536,Par 72; women's not published
The Links at Spanish Bay,"Pebble Beach, CA",NC,18,277,Blue,M,74.8,146,6820,Par 72
The Links at Spanish Bay,"Pebble Beach, CA",NC,18,277,Gold,M,72.9,141,6422,
The Links at Spanish Bay,"Pebble Beach, CA",NC,18,277,White,M,70.3,129,6043,
The Links at Spanish Bay,"Pebble Beach, CA",NC,18,277,Red,W,70.6,129,5309,
Pacific Grove Golf Links,"Pacific Grove, CA",NC,18,277,Blue,M,68.1,116,5732,Par 70
Pacific Grove Golf Links,"Pacific Grove, CA",NC,18,277,White,M,67.1,114,,
Pacific Grove Golf Links,"Pacific Grove, CA",NC,18,277,Red,W,65.4,108,5072,
CordeValle,"San Martin, CA",NC,18,284,Tournament,M,76.3,146,7360,Par 72; women's not published
CordeValle,"San Martin, CA",NC,18,284,Back,M,75.0,142,7169,
CordeValle,"San Martin, CA",NC,18,284,Blue,M,,,6810,
Pasatiempo Golf Club,"Santa Cruz, CA",NC,18,299,Blue,M,72.9,138,6500,Par 70
Pasatiempo Golf Club,"Santa Cruz, CA",NC,18,299,White,M,71.4,134,6125,
Pasatiempo Golf Club,"Santa Cruz, CA",NC,18,299,Red,W,73.6,135,5685,
Wente Vineyards Golf Course,"Livermore, CA",NC,18,321,Black,M,74.5,142,6949,Par 72
Wente Vineyards Golf Course,"Livermore, CA",NC,18,321,Gold,M,73.5,139,6693,
Wente Vineyards Golf Course,"Livermore, CA",NC,18,321,Blue,M,70.9,132,6235,
Wente Vineyards Golf Course,"Livermore, CA",NC,18,321,White,M,69.0,126,5718,
Stanford Golf Course,"Stanford, CA",NC,18,326,Cardinal,M,73.4,136,6778,Par 70; women's not published
Quintero Golf Club,"Peoria, AZ",AZ,18,327,Black,M,75.3,148,7249,Par 72; women's not published
Quintero Golf Club,"Peoria, AZ",AZ,18,327,Gold,M,,,6875,
Quintero Golf Club,"Peoria, AZ",AZ,18,327,Silver,M,,,6437,
The Bridges Golf Club,"San Ramon, CA",NC,18,332,Black,M,77.5,141,7612,Par 73
The Bridges Golf Club,"San Ramon, CA",NC,18,332,Gold,M,74.5,134,7081,
The Bridges Golf Club,"San Ramon, CA",NC,18,332,White,M,,,5991,
The Bridges Golf Club,"San Ramon, CA",NC,18,332,Red,W,,120,4984,
Half Moon Bay Golf Links (Old Course),"Half Moon Bay, CA",NC,18,336,Black,M,75.3,135,7003,Par 72
Half Moon Bay Golf Links (Old Course),"Half Moon Bay, CA",NC,18,336,Blue,M,73.1,132,6610,
Half Moon Bay Golf Links (Old Course),"Half Moon Bay, CA",NC,18,336,White,M,71.5,129,6332,
Half Moon Bay Golf Links (Old Course),"Half Moon Bay, CA",NC,18,336,Gold,W,75.7,132,6021,
Half Moon Bay Golf Links (Old Course),"Half Moon Bay, CA",NC,18,336,Red,W,72.1,123,5319,
Half Moon Bay Golf Links (Ocean Course),"Half Moon Bay, CA",NC,18,336,Black,M,72.2,131,6649,Par 72
Half Moon Bay Golf Links (Ocean Course),"Half Moon Bay, CA",NC,18,336,Blue,M,70.7,128,6303,
Half Moon Bay Golf Links (Ocean Course),"Half Moon Bay, CA",NC,18,336,White,M,69.4,126,6050,
Half Moon Bay Golf Links (Ocean Course),"Half Moon Bay, CA",NC,18,336,White,W,75.8,136,6062,
Half Moon Bay Golf Links (Ocean Course),"Half Moon Bay, CA",NC,18,336,Gold,W,72.5,129,5464,
Half Moon Bay Golf Links (Ocean Course),"Half Moon Bay, CA",NC,18,336,Red,W,69.0,119,4872,
Crystal Springs Golf Club,"Burlingame, CA",NC,18,338,Blue,M,72.3,131,6628,Par 72; women's not published
Crystal Springs Golf Club,"Burlingame, CA",NC,18,338,White,M,70.7,126,,
Crystal Springs Golf Club,"Burlingame, CA",NC,18,338,Gold,M,68.2,123,,
Crystal Springs Golf Club,"Burlingame, CA",NC,18,338,Red,M,66.3,118,,
Sunbrook Golf Course,"St. George, UT",UT,18,347,Combined 27,M,73.0,137,,27-hole facility; per-18-combo ratings not published
Sharp Park Golf Course,"Pacifica, CA",NC,18,347,Blue,M,71.2,119,6494,Par 72
Sharp Park Golf Course,"Pacifica, CA",NC,18,347,White,M,70.0,116,6239,
Sharp Park Golf Course,"Pacifica, CA",NC,18,347,Red,W,,118,5693,
Entrada at Snow Canyon,"St. George, UT",UT,18,349,Back,M,74.4,127,7262,Par 71; women's not published
The Ledges Golf Club,"St. George, UT",UT,18,350,Black,M,74.2,137,7145,Par 72
The Ledges Golf Club,"St. George, UT",UT,18,350,Blue,M,72.1,134,6713,
